framework_scaffold	count
C1CCO[C@H](C1)O[C@@H]2C[C@@H]([C@H](OC2)O[C@H]3CC[C@@H]4[C@H](C3)CC[C@H]5[C@H]4CC[C@@H]6[C@@H]5C[C@@H]7[C@H]6C[C@@]8(O7)CCCCO8)O[C@H]9CCCCO9	20
C1C=CC=CO1	20
C1CC[C@]2(CC[C@@H]3[C@H]4CC[C@H]5C[C@H](CC[C@H]5[C@H]4CC=C3[C@@H]2C1)O[C@H]6[C@H](CCCO6)O[C@H]7CCCCO7)CO[C@@H]8CCCCO8	20
C1CC[C@@H]2[C@@H](C1)COC[C@@H]3[C@H]2CC[C@@H]4[C@@H]3CCC4	20
C1C[C@@H]2C[C@@H]2C1	20
c1nc2c(n1[C@H]3CCCO3)N=CNC2	20
c1ccc(cc1)/C=C/CO[C@@H]2CCCCO2	20
c1ccc(cc1)/C=C/CO[C@@H]2CCCO[C@@H]2O[C@@H]3CCCO[C@@H]3OC4=C(Oc5cc(ccc5C4)O[C@@H]6CCCCO6)c7ccccc7	20
c1ccc(cc1)/C=C\2/Cc3ccc4c(c3O2)[C@H](CCO4)c5ccccc5	20
c1ccc(cc1)CNCC[C@]2(CCOCC2)c3ccccc3	20
c1ccc(cc1)[C@@H]2c3c(c4ccccc4[nH]3)CCN2	19
c1ccc(cc1)[C@H]2CC(=NC3(N2)CCNCC3)c4ccccc4	19
C1CC[C@H]2[C@H](C1)CC[C@]34[C@@H]2CC[C@@H](C3)CC4	19
C1CC[C@H]2[C@H](C1)CC=C3[C@@H]2CC[C@H]4[C@H]3CCC4	19
C1CC[C@H]2[C@@H](C1)CC[C@H]3[C@H]2CC[C@H]4[C@@H]3CCC4	19
C1CC[C@@H]2[C@@H](C1)CC[C@]34[C@@H]2CC[C@H](C3)CC4	19
c1ccc(cc1)COc2ccccc2	19
c1ccc(cc1)CCN2Cc3ccccc3NC2	19
C1CC[C@H]2[C@H](C1)CC[C@@]34[C@H]2CC[C@H](C3)CC4	19
C1CCCC/C=C\CCC1	19
c1ccc(cc1)[C@H]2c3c(c4ccccc4[nH]3)CCN2	19
C1CC[C@H]2[C@@H](C1)CC[C@H]3[C@@H]2CC[C@H]4[C@@H]3CCC4	19
c1ccc(cc1)/C=C\2/Cc3ccc4c(c3O2)[C@@H](CCO4)c5ccccc5	19
C1CC[C@@H]2[C@H](C1)CC[C@@]34[C@H]2CC[C@H](C3)CC4	19
c1ccc(cc1)C2=CCc3cc(ccc3O2)[C@@H]4[C@@H](CCCO4)O[C@H]5CCCCO5	19
c1ccc(cc1)C[C@H]2COC[C@@H]2Cc3ccccc3	19
C1C[C@H]2CC[C@H]3[C@H]([C@@H]2C1)CCC4=CCC=C[C@H]34	19
C1CCC2=CCO[C@H]2C1	19
C1CC[C@@H]2[C@H](C1)CC[C@H]3C2=CC[C@H]4[C@H]3CC[C@@H]5[C@@H]4CC[C@H](C5)O[C@H]6CCCCO6	19
C1CC[C@@H]2CC3=CCO[C@H]3C[C@H]2C1	19
C1C[C@H]2[C@H]3[C@H](C1)[C@H]2CCC3	19
c1cc[nH]c1	19
c1ccc(cc1)CNCCc2c[nH]c3c2cccc3	19
c1ccc(cc1)[C@@H]2CCOc3c2c4c(cc3)CC=C(O4)c5ccccc5	19
C1CC[C@@H]2[C@@H](C1)CC[C@H]3C2=CC[C@H]4[C@H]3CC[C@@H]5[C@@H]4CC[C@H](C5)O[C@H]6CCCCO6	19
c1ccc(cc1)C2N3CC4CC(C3)CN2C4	18
C1CC=C2CC[C@@H]3[C@@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	18
c1c2c(cc3c1C=CCO3)OCC2	18
c1cncc2c1CCC2	18
C1CC[C@@H]2[C@@H](C1)CC[C@]34[C@H]2CC[C@@H](C3)CC4	18
C1C[C@H]2CNCCNCCNCCNCCCOCCN2C1	18
C1CCCOCC1	18
C1CCO[C@@H](C1)O[C@H]2CCCO2	18
C1C=COC=C1	18
c1ccc(cc1)[C@H]2CO2	18
c1ccc(cc1)[C@@H]2CO2	18
c1c2c(cc3c1C=CCO3)O[C@@H](C2)CO[C@@H]4CCCCO4	18
C1CCO[C@@H](C1)CO[C@H]2CCCCO2	18
c1ccc2c(c1)CC[C@@H]3[C@@H]2CCCC3	18
C1CCC2=CCO[C@@H]2C1	18
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC[C@H]4[C@H]3CC[C@@H]5[C@@H]4CCC5	18
c1ccc(cc1)CCCS[C@H]2CCCCO2	18
c1ccc(cc1)C2=C(Cc3ccccc3O2)O[C@H]4CCC[C@@H](O4)CO[C@H]5CCCCO5	18
C1CC[C@H]2[C@H](C1)CC[C@@]34[C@@H]2CC[C@@H](C3)CC4	18
c1ccc(cc1)CNC2=NCCNC23CCN(CC3)[SH4]c4ccccc4	18
c1coc2c1C[C@@H]3CCCC[C@@H]3C2	18
C1C[C@H]2C[C@@H](C1)C2	18
c1ccc2c(c1)c(c[nH]2)CCS[C@H]3CCCCO3	18
c1c2c(cc3c1OCO3)CNCC2	17
c1ccc(cc1)CNCc2ccccc2	17
C1C=C2C=COC[C@H]2[C@@]13CO3	17
c1ccc(cc1)[C@H]2CCOc3c2c4c(cc3)CC=C(O4)c5ccccc5	17
C1C[C@@H](OC1)CCCCCCCCCC2=CCOC2	17
c1cc2c(cc1O[C@H]3CCCCO3)OC=CC2	17
C1CSC=C1	17
C1CC=C(CC1)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2=CCCCC2	17
c1cc2c(cc1O[C@@H]3CCCCO3)OC=CC2	17
c1ccc(cc1)NC[C@@H]2[C@@H]3O[C@]4([C@H]2CN[C@H]4CN[C@H]5CCCCC5)C=C3	17
c1cc2ccc1/C=C\NCCNCCCO2	17
C1CCO[C@H](C1)O[C@H]2CCC=CC2	17
c1ccc(cc1)O[C@@H]2CCC[C@@H](O2)CO[C@H]3CCCO3	17
c1ccc(cc1)/C=C/COC[C@H]2CCCCO2	17
c1ccc2c(c1)COC2	17
C1CCO[C@@H](C1)CO[C@H]2CCCO2	17
c1ccc(cc1)CCCO[C@H]2CCCCO2	17
c1ccc2c(c1)NCCO2	16
C1CN[PH3]OC1	16
C1CC[C@@H]2[C@H](C1)CC[C@]34[C@H]2CC[C@H](C3)CC4	16
C1CCO[C@@H](C1)O[C@@H]2CC[C@H]3[C@H](C2)CC[C@@H]4[C@@H]3CC[C@H]5[C@H]4CC[C@@H]5C6=CCOC6	16
c1ccc(cc1)CCCN2CCCC2	16
C1CCO[C@H](C1)O[C@H]2CC[C@@H](OC2)O[C@H]3CCCOC3	16
C1CC[C@@H]2[C@H](C1)C[C@]34[C@H]2CC[C@H](C3)CC4	16
C1CCO[C@H](C1)O[C@H]2CCCO[C@@H]2O[C@H]3CC[C@@H]4[C@H](C3)CC[C@H]5[C@H]4CC[C@@H]6[C@@H]5C[C@@H]7[C@H]6C[C@@]8(O7)CCCCO8	16
C1CC[C@H]2[C@@H](C1)[C@H]3CC[C@@H]4[C@@H](CC[C@H]4[C@H]3C[C@H]2O[C@H]5CCCCO5)CO[C@@H]6CCCCO6	16
c1ccc(cc1)C2=C(Cc3ccccc3O2)O[C@@H]4[C@H](CC[C@@H](O4)CO[C@H]5CCCCO5)O[C@H]6CCCO6	16
C1CSSC1	16
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@H]2CC=C4[C@H]3CC[C@@H]5[C@H]4CCCC5	16
C1CCN[C@@]2(C1)C[C@H]3[C@@H](O2)[C@H]4CCC[C@](O4)(O3)CC[C@H]5CCC[C@H](O5)C[C@@H]6C[C@H]7[C@@H](O6)CC[C@]8(O7)CC[C@@]9(O8)CC=CCO9	16
c1cc2c(cc1O[C@H]3CCCCO3)OCC=C2	16
c1ccc2c(c1)C3=C(CCCC3)CO2	16
c1ccc(cc1)C[C@H]2COC[C@H]2Cc3ccccc3	16
c1ccc(cc1)[C@@H]2CCOc3c2c4c(cc3)CC(=CO4)c5ccccc5	16
c1ccc(cc1)[C@H]2CCc3c(cccc3O[C@H]4CCCCO4)O2	16
C1CC=C[C@@H](C1)/C=C/CO[C@@H]2CCC[C@@H](O2)CO[C@H]3CCCO3	16
c1cc2cc3nc(cc4cc5c([nH]4)c(c6nc(cc1[nH]2)CC6)CC5)C=C3	16
c1cc(ccc1C2=COc3cc(ccc3C2)O[C@H]4CCCCO4)O[C@@H]5CCCCO5	16
c1ccc(cc1)COC[C@@H]2CCC[C@@H](O2)Oc3ccc4c(c3)OC(=CC4)c5ccccc5	16
c1ccc(cc1)CO[C@H]2CCC[C@@H](O2)CO[C@H]3CCCCO3	16
c1ccc(cc1)CO[C@H]2CCC[C@@H](O2)CO[C@@H]3CCCCO3	16
C1C[C@@H](OC1)CCCC[C@@H]2CC[C@H](O2)CCCCCCCCCC3=CCOC3	16
c1ccc(cc1)C2=C(Cc3ccccc3O2)O[C@@H]4C[C@@H](CCO4)O[C@H]5CCCCO5	16
C1CC[C@H]2[C@H](C1)C[C@]34[C@H]2CC[C@H](C3)CC4	16
C1[C@H]2CO[C@H](C1)CC2	16
C1COCC=C1	16
c1ccc(cc1)/C=C/COC[C@H]2CCC[C@H](O2)O[C@H]3CCCO[C@H]3O[C@H]4CCCO[C@H]4OC5=C(Oc6ccccc6C5)c7ccccc7	16
C1CC[C@@H]2[C@@H](C1)CC[C@H]3C2=CC[C@@H]4[C@H]3CC[C@@H]5[C@H]4CC[C@H](C5)O[C@@H]6C[C@@H](CCO6)O[C@H]7CCCCO7	16
C\1C/C=C/[C@H]2[C@H](CC/C=C1)CCO2	16
C1CCO[C@H](C1)O[C@H]2CCCO[C@@H]2O[C@H]3CC[C@H]4[C@@H]5CC[C@@H]6[C@@H]([C@H]5CC=C4C3)C[C@@H]7[C@H]6C[C@@]8(O7)CCCCO8	16
C1C[C@H]2[C@H]3CC[C@@H]([C@@]34CO4)O[C@H]2C=C1	16
C1CNCCN1	16
C1C[C@H]2[C@@H]3CC[C@@H]([C@]34CO4)O[C@@H]2C=C1	16
c1ccc(cc1)[C@H]2CCc3c(cccc3O[C@@H]4CCCCO4)O2	16
C1CCO[C@H](C1)O[C@@H]2CC[C@H]3[C@H](C2)CC[C@@H]4[C@@H]3CC[C@H]5[C@H]4CC[C@@H]5C6=CCOC6	16
c1ccc(cc1)CO[C@H]2CCCOC2	16
C1CCC2=CC[C@@H]3[C@H]4CCC[C@@H]4CC[C@H]3[C@H]2C1	15
c1ccc2c(c1)CN3[C@@H]2SCC3	15
C1CC[C@H]2[C@@H](C1)CC[C@]34[C@H]2CC[C@@H](C3)CC4	15
c1ccc2c(c1)Cc3ccc(cc3C2)O[C@H]4CCCCO4	15
c1ccc2c(c1)c3ccncc3[nH]2	15
c1ccc(cc1)CO[C@H]2CCOC2	15
C1C[C@@H]2[C@H]3CC[C@H]([C@]34CO4)O[C@@H]2C=C1	15
C\1C/C=C/[C@H]2[C@@H](CC/C=C1)CCO2	15
c1ccc(cc1)OCCc2ccc(cc2)O[C@H]3CCCCO3	15
c1ccc(cc1)[C@H]2CCc3cccc(c3O2)[C@H]4C[C@H](Oc5c4cccc5)c6ccccc6	15
c1ccc(cc1)NCCOc2ccc3c(c2)OCC=C3	15
c1ccc2c(c1)CNC=N2	15
C1CCO[C@H](C1)O[C@@H]2CCC=CC2	15
c1ccc2c(c1)Cc3cc(ccc3O2)[C@H]4CCCCO4	15
C1CSCN1	15
C1CC/C(=C\C=C/2\[C@H]3[C@H](CCC2)CCC3)/CC1	15
c1ccc(cc1)[C@H]2CCCCC2	15
C1C[C@@H]2CCC[C@@H]2[C@@H]3[C@@H](C1)CCO3	15
c1ccc(cc1)CN2[C@H]([C@@]34O[C@H]([C@H]([C@H]3C2)CNc5ccccc5)C=C4)CN[C@H]6CCCCC6	15
C1C[C@@H](OC1)/C=C/C=C\C=C\C=C/C2=CC=CCO2	15
c1ccc(cc1)COC[C@H]2CCCO2	15
c1ccc(cc1)COC[C@H]2CCC[C@@H](O2)Oc3ccccc3	15
c1ccc(cc1)C[C@@H]2Cc3ccccc3OC2	15
c1ccc2c(c1)CC3=C(O2)c4ccccc4OC3	15
c1ccc(cc1)C2=CCc3c(cccc3O[C@@H]4CCCCO4)O2	15
c1ccc(cc1)N2Cc3c(ccc4c3OCC=C4)OC2	15
c1ccc(cc1)C2=C(Cc3ccccc3O2)O[C@@H]4[C@@H](CCCO4)O[C@@H]5CCCCO5	15
c1ccc2c(c1)CN3CCCC3=N2	15
c1ccc-2c(c1)COc3c2cccc3	15
C1C[C@@H](OCC1)O[C@H]2CCOCC2	15
C1C[C@@H]2[C@@H]([C@H]1C[C@@H]3CC=CCO3)CC[C@H]4[C@H]2C[C@H]5[C@@]6([C@@H]4CC=CC6)O5	14
C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC=C4[C@H]3CC[C@H]5[C@H]4CCCC5	14
C1C[C@@H](OC1)[C@@H]2CC[C@H](O2)CCCCCCCCCC3=CCOC3	14
c1ccc(cc1)/C=C/CO[C@H]2CCCCC2	14
C1CCO[C@H](C1)O[C@@H]2CC[C@H]3[C@@H](C2)CC[C@@H]4[C@@H]3CC[C@H]5[C@H]4CCC5	14
c1ccc(cc1)C2=CCc3cc(cc(c3O2)[C@H]4CCCCO4)[C@@H]5CCCCO5	14
C1CC[C@H]2[C@@H](C1)CC=C3C2=CC[C@H]4[C@@H]3CCC4	14
C1CC[C@H]2[C@@H](C1)CC[C@]34[C@@H]2CC[C@@H](C3)CC4	14
C1CC[C@H]2C[C@@]3(CCOC3)C[C@H]2C1	14
C1C[C@H](OC1)CCCCCCCCCCCCC2=CCOC2	14
C1CC[C@@H]2[C@@H](C1)CC[C@]34[C@@H]2CC[C@@H](C3)CC4	14
C1C[C@@H](CC1)C/C=C/CCO[C@H]2OCCCC2	14
C1CC[C@H]2C[C@H]2C1	14
c1ccc(cc1)CC[C@@H](Cc2ccccc2)CO[C@H]3CCCCO3	14
c1ccc(cc1)CN2C[C@@H]3CN[C@]4([C@@H]3C2)CNc5c4cccc5	14
c1ccc2c(c1)CC=CN2	14
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC=C4[C@@H]3CC[C@H]5[C@@H]4CCCC5	14
C1CC=C[C@H](C1)/C=C/CO[C@@H]2CCC[C@@H](O2)CO[C@H]3CCCO3	14
C1CC[C@H]2C[C@]3(CCOC3)C[C@H]2C1	14
c1ccc2c(c1)[C@]3(CN2)[C@@H]4CN(C[C@@H]4CN3)Cc5ccc6c(c5)OCO6	14
C1CC[C@H]2[C@H](C1)CC[C@H]3[C@H]2CC[C@@H]4[C@@H]3CC[C@H]5[C@H]4CCC5	14
C1CCO[C@@H](C1)O[PH3]O[PH3]OC[C@@H]2CC[C@@H](O2)N3CNCC=C3	14
c1ccc(cc1)COC[C@H]2CCCCO2	14
C1CC[C@@H](CC1)CC/C=C/C=C\C=C\C=C\C=C/C=C\C=C/C#CC2=CCCCC2	14
c1cc\2c(cc1O[C@@H]3CCCCO3)CC/[N+]2=C\C=C\4/CCNC=C4	14
C1CCO[C@H](C1)CO[C@@H]2CCCCO2	14
C1CC[C@H]2[C@H](C1)CC[C@H]3[C@@H]2CC[C@@H]4[C@@H]3CC[C@H]5[C@H]4CCC5	14
c1ccc2c(c1)C[C@H]3[C@H]4[C@@]2(CCCC4)CO3	14
c1ccc(cc1)[C@@H]2CCc3cccc(c3O2)[C@H]4C[C@H](Oc5c4cccc5)c6ccccc6	14
c1ccc(cc1)[C@@H]2CCc3ccc(cc3O2)O[C@@H]4[C@H](CCCO4)O[C@H]5CCCCO5	14
c1ccc(cc1)C2=C(Cc3ccccc3O2)O[C@H]4CCCO4	14
c1ccc(cc1)CO[C@@H]2C[C@H]3[C@@H]2C=C[C@H]4[C@@H]3CCC4	14
c1ccc(cc1)C2=C(Cc3ccccc3O2)O[C@@H]4[C@@H](CCCO4)O[C@H]5CCCCO5	14
c1ccc-2c(c1)Cn3c4ccccc4c5c3c2ncc5	14
C1CC[C@H]2[C@@H](C1)CC[C@@H]3[C@H]2CC=C4[C@H]3CC[C@@H]5[C@H]4CCCC5	14
C1C[C@@H](OC1)CCCCCCCCCCC[C@H]2CCCO2	14
c1ccc2c(c1)C=C(CO2)C3=CCOc4c3cccc4	14
c1cnc2c(n1)CNC=N2	14
c1ccc2c(c1)NC[C@H](O2)O[C@@H]3CCCCO3	14
c1ccc2c(c1)NC[C@H](O2)O[C@H]3CCCCO3	14
c1ccc(cc1)N2Cc3cc4c(cc3OC2)OCC=C4	14
c1ccc2c(c1)Cc3cc4c(cc3O2)OCC=C4	14
C1CCC(=CC1)CO[C@@H]2CCCCO2	14
c1ccc(cc1)C2=CCc3cc(cc(c3O2)[C@@H]4CCCCO4)[C@H]5CCCCO5	14
c1ccc(cc1)CC2=CCC=CO2	13
c1ccc(cc1)C2=CCc3cc(ccc3O2)O[C@H]4CCCCO4	13
C1C[C@H](OCC1)O[C@H]2CCOCC2	13
C1C[C@H]2[C@H]3CC[C@H]([C@]34CO4)O[C@@H]2C=C1	13
c1ccc2c(c1)C3=C(CCC3)CO2	13
C1CC[C@@H]2CC3=CCO[C@H]3C[C@@H]2C1	13
C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@H]2CC[C@H]4[C@H]3CC[C@@H]5[C@@H]4CCCC5	13
C1CSC=N1	13
C1CC=C2CC[C@H]3[C@@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	13
c1cc2c(cc1)[C@@H](c3c(cccc3)C2)[C@H]4OCCCC4	13
C1C[C@@H](OC1)CCCCCCCCCCCCC[C@@H]2CCCO2	13
C1CCO[C@@H](C1)O[C@H]2CC[C@@H](OC2)O[C@H]3CC[C@@H]4[C@H](C3)CC[C@H]5[C@H]4CC[C@H]6[C@@H]5CC[C@H]6C7=CCOC7	13
c1c2c([nH]cn2)ncn1	13
c1ccc(cc1)[C@@H]2[C@@H](Cc3ccccc3O2)O[C@H]4CCCCO4	13
c1ccc2c(c1)CC[C@H]3[C@H]2CC[C@H]4[C@H]3CCC4	13
C1CCN(C1)C2=CCCC2	13
c1ccc2c(c1)Cc3ccc(cc3C2)O[C@@H]4CCCCO4	13
C\1C/C=C/[C@@H]2[C@H](CC/C=C1)CCO2	13
C1CC[C@@H]2[C@H](C1)CCC3=C2CC[C@H]4[C@@H]3CC[C@]45CCCO5	13
c1ccc(cc1)C[C@H]2c3ccccc3CCN2	13
C1CC[C@@H]2CC=CC[C@H]2C1	13
C1CC[C@H]2C[C@@H]2C1	13
c1ccc(cc1)COC[C@H]2CCC[C@H](O2)Oc3ccccc3	13
c1ccc(cc1)COc2ccc3c(c2)OC=C(C3)Oc4ccccc4	13
C1CC=C2CC[C@@H]3[C@H]4CCC[C@H]4CC[C@@H]3[C@H]2C1	13
c1ccc(cc1)O[C@H]2CCC[C@@H](O2)CO[C@H]3CCCCO3	13
c1ccc2c(c1)C3=C(CN2)C=CCO3	13
c1cc2c(cc1CCCCc3ccc4c(c3)OCO4)OCO2	13
c1ccc(cc1)COc2ccc3c(c2)OCC=C3c4ccccc4	13
c1csc[n+]1Cc2cncnc2	13
C1CCC2=CCC[C@@H]2C1	13
C1CC[C@H]2CC3=CCO[C@H]3C[C@H]2C1	13
C1CC[C@@H]2[C@@H](C1)CC[C@@H]3[C@H]2CC[C@@H]4C3=CC[C@H]5[C@H]4CCCC5	13
C1CC[C@@H]2[C@@H](C1)CCC3=C2CC[C@H]4[C@@H]3CC[C@]45CCCO5	13
c1ccc(cc1)[SH4]N2CCC3(CC2)c4cccn4-c5ccccc5N3	13
c1ccc2c(c1)cco2	13
C1CCO[C@@H](C1)O[C@H]2CC[C@@H](OC2)O[C@H]3CC[C@@H]4[C@H](C3)CC[C@H]5[C@H]4CC[C@@H]6[C@@H]5CC[C@H]6C7=CCOC7	13
c1cc2c(cc1OC[C@H]3CCC[C@H]4[C@H]3CCCC4)OCC=C2	12
C1C[C@]23[C@H](C1)[C@]4(COC4)C[C@@H](C2)OCC3	12
C1C[C@@H]2CC3=CCC[C@@]3(C1)C2	12
C1C[C@H]2N(CCCC2)CC1	12
c1ccc(cc1)C2=CCc3cccc(c3O2)[C@@H]4[C@H](CCCO4)O[C@H]5CCCCO5	12
C1C[C@@H]2CO[C@]3(C1)[C@H]2C[C@@]45[C@@H]3CC[C@H](C4)CC5	12
c1ccc(cc1)CCNCCNC[C@@H]2CCCN2	12
C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC=C4[C@@H]3CC[C@]5([C@H]4CCCC5)CO[C@@H]6CCC[C@@H](O6)CO[C@H]7CC[C@@H](CO7)O[C@H]8CCCCO8	12
C1CCO[C@@H](C1)O[C@H]2CCC=C2	12
C1CC[C@]2(CC[C@@H]3[C@H]4CC[C@H]5C[C@H](CC[C@@H]5[C@H]4CC=C3[C@@H]2C1)O[C@@H]6C[C@@H](CCO6)O[C@H]7CCCCO7)CO[C@@H]8CCCCO8	12
c1ccc2c(c1)CC[C@@H]3[C@H]2CC[C@H]4[C@H]3CCC4	12
C1CC=NC1	12
C1CNC2=C(N1)CNC=N2	12
C1CCO[C@@H](C1)C[C@@H]2CC[C@H]3[C@@H]2CC[C@@H]4[C@@H]3[C@H]5[C@H](O5)[C@@H]6[C@@H]4CC=CC6	12
C1C[C@@H]2[C@H](C[C@@]3(C2)COCC3)CC1	12
C1CCO[C@@H](C1)O[C@@H]2CCC=CC2	12
c1ccc(cc1)C2CCNCC2	12
c1cc2c(cc1O[C@@H]3CCCCO3)OCC=C2	12
C1C=C2C=COC[C@H]2[C@]13CO3	12
C1CC[C@@H]2[C@H](C1)[C@@H]3CC[C@@H]4[C@H](CC[C@@H]4[C@@H]3C[C@H]2O[C@@H]5[C@H](CCCO5)O[C@H]6CCCCO6)[C@@H]7CCCO7	12
C1CCO[C@H](C1)OCCCCC[C@@H]2CC[C@H]3[C@H]2CC[C@@H]4[C@@H]3CC[C@@H]5[C@H]4CCC[C@H]5CO[C@@H]6CCCCO6	12
c1ccc(cc1)/C=C/COC[C@H]2CCC[C@H](O2)O[C@H]3CCCO[C@H]3c4ccc5c(c4)CC=C(O5)c6ccc(cc6)O[C@H]7CCCCO7	12
C1CC[C@@H]2[C@H](C1)C[C@@]34[C@H]2CC[C@@H](C3)CC4	12
C1C[C@H]2C[C@@H]3CC[C@H]([C@@H]2C1)OC3	12
c1ccc(cc1)c2c3c(ccn2)c4ccccc4[nH]3	12
C1CCO[C@@H](C1)O[C@H]2CCCCO2	12
c1ccc(cc1)[C@@H]2CCc3cccc(c3O2)[C@@H]4C[C@@H](Oc5c4cccc5)c6ccccc6	12
C1CC[C@H]2[C@@H](C1)CC[C@H]3[C@@H]2CC=C4[C@H]3CC[C@@H]5[C@H]4CCCC5	12
C1CC[C@@H]2[C@H](C1)[C@H]3CC[C@@H]4[C@H](CC[C@@H]4[C@@H]3C[C@@H]2O[C@@H]5[C@H](CCCO5)O[C@H]6CCCCO6)[C@H]7CCCO7	12
C1C[C@H]2[C@]3(CC[C@H]1C3)C[C@@H]4[C@@]25C=CC[C@H]4CO5	12
C1CCO[C@@H](C1)O[C@H]2CC[C@H]3[C@@H]4CC[C@H]5CCC[C@H]5C4=CC[C@H]3C2	12
C1CN2[C@H](C1)CCC2	12
C1CC[C@@H]2[C@@H](C1)CC[C@H]3C2=CC[C@@H]4[C@H]3CC[C@@H]5[C@H]4CC[C@H](C5)O[C@@H]6CC[C@H](CO6)O[C@H]7CCCCO7	12
C1CC[C@@H]2[C@@H](C1)CC[C@H]3C2=CC[C@@H]4[C@H]3CC[C@@H]5[C@H]4CC[C@H](C5)O[C@@H]6C[C@@H]([C@H](CO6)O[C@H]7CCCCO7)O[C@H]8CCCCO8	12
C1CC[C@]2(CC[C@@H]3[C@H]4CC[C@H]5C[C@H](CC[C@H]5[C@H]4CC=C3[C@@H]2C1)O[C@H]6CC[C@@H](CO6)O[C@H]7CCCCO7)CO[C@@H]8CCCCO8	12
c1ccc(cc1)CN2[C@H]([C@@]34O[C@@H]([C@H]([C@@H]3C2)CNc5ccccc5)C=C4)CN[C@H]6CCCCC6	12
C1CCO[C@H](C1)O[C@H]2CCCO[C@@H]2O[C@@H]3CC[C@@H]4[C@H](C3)CC[C@@H]5[C@H]4CC[C@@H]6[C@H]5CC[C@@H]7C6=CCCC7	12
C1CCO[C@H](C1)O[C@H]2CCCO[C@@H]2O[C@@H]3CC[C@@H]4[C@H](C3)CC[C@@H]5[C@H]4CC[C@@H]6[C@@H]5CCC6	12
c1ccc(cc1)C2=CCc3ccc(cc3O2)O[C@@H]4[C@@H](CCCO4)O[C@@H]5CCCCO5	12
C1CCC(CC1)CO[C@H]2CCCCO2	12
c1cc(ccc1C2=CCc3ccc(cc3O2)O[C@@H]4CCCCO4)O[C@H]5CCCCO5	12
C1C[C@@H]2C[C@H](C1)OC2	12
C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC=C4[C@@H]3CC[C@]5([C@H]4CCCC5)CO[C@@H]6CCCCO6	12
C1CCC2=C[C@H]3CCO[C@H]3C[C@@H]2C1	12
C1COCOC1	12
C1CC[C@H]2CCCC2=CC1	12
c1ccc(cc1)CO[C@@H]2C[C@H]3[C@H]2C=C[C@H]4[C@@H]3CCC4	12
C1CC[C@@]23CO[C@H]4[C@H]2C(=CC[C@H]3C1)CO4	12
C1CC[C@@H]2[C@@H](C1)CC[C@H]3C2=CC[C@@H]4[C@H]3CC[C@@H]5[C@H]4CC[C@H](C5)O[C@@H]6[C@H](CCCO6)O[C@H]7[C@H](CCCO7)O[C@H]8CCCCO8	12
c1ccc(cc1)C2=C(Cc3cc(ccc3O2)[C@H]4CCCCO4)[C@H]5CCCCO5	12
c1cc2c(c3c1cco3)C=CCO2	12
C1C[C@@H]2CO[C@]3(C1)[C@@H]2C[C@@]45[C@@H]3CC[C@H](C4)CC5	12
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC[C@@H]4[C@@H]3CC[C@@H]5[C@@H]4CC=CC5	12
C1CCO[C@H](C1)OCCCC[C@H]2C[C@H]3[C@@H]4CC[C@H]5[C@@H]6CC[C@@H](C[C@@H]6CC[C@@H]5[C@H]4C[C@H]3O2)O[C@@H]7[C@H](CCCO7)O[C@H]8CCCCO8	12
c1ccc(cc1)/C=C\CO[C@H]2CC[C@@H]3[C@@H]4CC[C@@H]5CCC[C@@H]5[C@H]4CC=C3C2	12
c1ccc(cc1)Cc2cccc(c2)[C@@H]3[C@@H](CC[C@@H](O3)COCc4ccccc4)OCc5ccccc5	12
c1ccc2c(c1)CC(=CO2)c3ccc(cc3)O[C@H]4CCCCO4	12
C1CC[C@H]2[C@H](C1)CC[C@H]3[C@@H]2CC[C@H]4[C@@H]3CCC4	12
C1C=C[C@H]2C[C@@H]1COC2	12
C1C[C@@]23[C@@H](CNCN2C1)NCN3	12
c1ccc(cc1)[C@@H]2CCCc3c2cccc3	12
c1c2c(cc3c1C=CCO3)O[C@@H](C2)CO[C@H]4CCCCO4	12
c1ccc(cc1)/C=C/CO[C@H]2CCCOC2	12
c1cc(ccc1C2=CCc3ccc(cc3O2)O[C@H]4CCCCO4)O[C@@H]5CCCCO5	12
C1CC[C@@H]2CC3=CCO[C@@H]3C[C@H]2C1	12
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC[C@@H]4[C@@H]3CC[C@@H]5[C@H]4CC=CC5	12
c1ccc(cc1)C[C@@H](CO[C@@H]2CCCCO2)[C@@H](Cc3ccccc3)CO[C@H]4CCCCO4	12
C1CC[C@H]2[C@H](C1)CC[C@]34[C@H]2CC[C@H](C3)CC4	12
c1ccc2c(c1)Cc3cccc(c3O2)[C@H]4CCCCO4	12
