zinc_id	smiles	framework	ring	sidechain
ZINC000257416924	C[C@](O)(CC(=O)O)CC(=O)OC[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@H](O)[C@H]1O	c1ccc(cc1)C2=C(Cc3ccccc3O2)O[C@H]4CCCCO4	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1	C[C@](CC(=O)O)(CC(=O)OC)O.O.O.O.O.O.O.O.O
ZINC000013412695	CO[C@H]1CCC[C@H](C)OC(=O)Cc2cc(O)cc(O)c2C(=O)C1	c1ccc2c(c1)CCCCCCCOCC2	c1ccc2c(c1)CCCCCCCOCC2	C.CO.O.O.O.O
ZINC000150379891	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000150365994	CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000253500066	CCCCCCCC[C@@H]1CC[C@@H]2[C@@H]3CC=C4C[C@@H](Cl)CC[C@]4(C)[C@@H]3CC[C@]12C	C1CCC2=CC[C@H]3[C@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C1CCC2=CC[C@H]3[C@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C.C.CCCCCCCC.Cl
ZINC000095623186	CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCC	None	None	None
ZINC000150358029	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC	None	None	None
ZINC000261499678	CO[C@@H]1[C@@H](O)[C@H](O)[C@@H](O[C@@H]2[C@H](CO)O[C@H](O)[C@@H]2O)O[C@H]1C(=O)O	C1CCO[C@@H](C1)O[C@H]2CCOC2	C1CCOCC1.C1CCOC1	CO.CO.C(=O)O.O.O.O.O
ZINC000150372596	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000119396079	CC(=O)O[C@@H]1C=C([C@@H](C)[C@H]2CC(C)=C(C)C(=O)O2)[C@@]2(C)CC[C@H]3[C@@H](C[C@@H](O)[C@@]4(Cl)CC=CC(=O)[C@]34C)[C@]12O	C1C[C@@H]2[C@H](CC[C@H]3[C@H]2CC=C3C[C@H]4CC=CCO4)[C@@H]5[C@@H]1CC=CC5	C1COCC=C1.C1C[C@@H]2[C@H](CC[C@H]3[C@H]2CC=C3)[C@@H]4[C@@H]1CC=CC4	C.C.C.C.C.CC(=O)O.O.O.O.O.Cl
ZINC000150373789	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000150365501	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000150379006	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCC	None	None	None
ZINC000014642816	OC[C@H]1O[C@@H](Oc2cc([C@@H]3Oc4cc(O)cc(O)c4C[C@@H]3O)ccc2O)[C@@H](O)[C@@H](O)[C@@H]1O	c1ccc2c(c1)CC[C@@H](O2)c3cccc(c3)O[C@H]4CCCCO4	c1ccccc1.c1ccc2c(c1)CCCO2.C1CCOCC1	CO.O.O.O.O.O.O.O
ZINC000014502896	C[C@@H]1O[C@@H](Oc2ccc(CC#N)cc2)[C@@H](O)[C@@H](O)[C@@H]1O	c1ccc(cc1)O[C@H]2CCCCO2	c1ccccc1.C1CCOCC1	C.CC#N.O.O.O
ZINC000150367479	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000257546440	C=CCc1ccc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)c(O)c1	c1ccc(cc1)O[C@@H]2CCCCO2	c1ccccc1.C1CCOCC1	CC=C.CO.O.O.O.O
ZINC000150353539	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H]1CC[C@]2(C)[C@@H](CC[C@@]3(C)[C@@H]2CC=C2[C@@H]4[C@@H](C)[C@@H](C)CC[C@@]4(C)CC[C@]23C)C1(C)C	C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC=C4[C@H]3CC[C@H]5[C@H]4CCCC5	C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC=C4[C@H]3CC[C@H]5[C@H]4CCCC5	C.C.C.C.C.C.C.C.CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O
ZINC000095621434	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC	None	None	None
ZINC000150355468	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCC	None	None	None
ZINC000065259628	Cc1ccc(NC(=O)[C@@H]2CN(S(=O)(=O)C3CC3)CC23CCCCC3)c(C)c1	c1ccc(cc1)NC[C@@H]2CN(CC23CCCCC3)[SH4]C4CC4	c1ccccc1.C1CC1.C1CCC2(CC1)CCNC2	C.C.O.O.O
ZINC000085564757	CCCC/C=C\CCCCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCCN)O/C=C\CCCCCCCC/C=C\CCCCCC	None	None	None
ZINC000005192324	NC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O	C1CCOCC1	C1CCOCC1	CN.O.O.O.O
ZINC000261499138	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](CO[P@](=O)(O)O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C\CCCCCCCC	C1CCCCC1	C1CCCCC1	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO[P@@](=O)(O)O)COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC.O.O.O.O.O
ZINC000100358741	C=CC1=C(C)C(/C=c2/[nH]/c(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)=NC1=O	c\1c/c(=C\C2=NCC=C2)/[nH]/c1=C\c3ccc([nH]3)/C=C\4/C=CCN4	c1cc[nH]c1.C1C=CCN1.C1C=CCN1.C1C=CC=N1	C.C.C.C.CCC(=O)O.CCC(=O)O.C=C.C=C.O.O
ZINC000015119698	CN1c2ccc(cc2)C[C@@H](O)N(C)c2ccc(cc2)C[C@@H]1O	c1cc2ccc1CCNc3ccc(cc3)CCN2	c1cc2ccc1CCNc3ccc(cc3)CCN2	C.C.O.O
ZINC000014854695	CC(=C/C=C/C(C)=C/C=C/C=C(/C)CO)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C	C1CC[C@H]2[C@@H](C1)O2	C1CC[C@H]2[C@@H](C1)O2	C.C.C.C/C(=C/C=C/C=C(\C)/C=C/C=C(/C)\C=C)/CO.O
ZINC000169623226	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	None	None	None
ZINC000257560614	CCCCCCC[C@@H]1O[C@@H]1CC#CC#CC1=CC[C@@H]2CC/C(C)=C3/CC(C)(C)[C@H]3CC[C@]2(C)O1	C\1C[C@H]2CC=C(O[C@H]2CC[C@@H]\3CC/C3=C1)C#CC#CC[C@@H]4CO4	C\1C[C@H]2CC=CO[C@H]2CC[C@@H]\3CC/C3=C1.C1CO1	C.C.C.C.CCCCCCC
ZINC000100778721	CC(C)=CCC[C@]1(C)[C@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@]3(CC=C(C)C)O[C@]2(O)[C@]1(C(=O)C(C)C)C3=O	C1C[C@@H]2[C@@H]3O[C@@H](C2)C[C@@H]3C1	C1C[C@@H]2[C@@H]3O[C@@H](C2)C[C@@H]3C1	C.CCC=C(C)C.CC=C(C)C.CC=C(C)C.CC=C(C)C.CC(C)C=O.O.O.O
ZINC000005965554	CN(CCC[C@H](O)c1ccc[n+]([O-])c1)N=O	c1cc[nH+]cc1	c1cc[nH+]cc1	CN(CCCCO)N=O.[OH-]
ZINC000032167034	C[C@@H]1S[C@H]2CCCN2[C@@H](C)S1	C1C[C@H]2N(C1)CSCS2	C1C[C@H]2N(C1)CSCS2	C.C
ZINC000238746471	C[C@@H]1CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H]21	C1CCO[C@@H](C1)O[C@H]2[C@@H]3CCC[C@@H]3C=CO2	C1CCOCC1.C1C[C@H]2COC=C[C@H]2C1	C.CO.C(=O)O.O.O.O
ZINC000065298635	CCOC(=O)N1CCC2(CC1)N=C(c1ccccc1O)C[C@@H](c1cc(F)ccc1F)N2	c1ccc(cc1)[C@@H]2CC(=NC3(N2)CCNCC3)c4ccccc4	c1ccccc1.c1ccccc1.C1CC=NC2(N1)CCNCC2	CCOC=O.O.F.F
ZINC000252487733	O=C1C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C(O)/C(=C(O)/C=C/c2ccc(O)cc2)C(=O)[C@@]1(O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	c1ccc(cc1)/C=C/C=C/2\C[C@H](CC(=C2)[C@H]3CCCCO3)[C@H]4CCCCO4	c1ccccc1.C1CCC=CC1.C1CCCCO1.C1CCCCO1	CO.CO.O.O.O.O.O.O.O.O.O.O.O.O
ZINC000002015274	CC(C)(C)NC[C@@H](O)c1ccc(O)c(O)c1	c1ccccc1	c1ccccc1	CC(C)(C)NCCO.O.O
ZINC000685934223	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000150359813	CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000256446523	C=C(C)[C@@H]1CC[C@@]2(CO)[C@H](O)C[C@]3(C)[C@H](CC[C@@H]4[C@]3(C)CC[C@@H]3C(C)(C)[C@@H](O)CC[C@@]34C)[C@@H]12	C1CC[C@H]2[C@@H](C1)CC[C@H]3[C@H]2CC[C@H]4[C@H]3CC[C@H]5[C@@H]4CCC5	C1CC[C@H]2[C@@H](C1)CC[C@H]3[C@H]2CC[C@H]4[C@H]3CC[C@H]5[C@@H]4CCC5	C.C.C.C.C.CC=C.CO.O.O
ZINC000100778956	CC[C@@](C)(O)C(=O)O[C@H]1C(=O)O[C@H]2C[C@H]3C(C)=C[C@H](O)[C@H](O)[C@]3(C)[C@@H]3[C@]4(O)OC[C@@]23[C@H]1[C@@H](C)[C@H]4O	C1C[C@H]2[C@@H](C[C@H]3[C@]45[C@H]2[C@@H](CC[C@H]4CCO3)OC5)C=C1	C1C[C@H]2[C@@H](C[C@H]3[C@]45[C@H]2[C@@H](CC[C@H]4CCO3)OC5)C=C1	C.C.C.CC[C@](C)(C(=O)O)O.O.O.O.O.O
ZINC000006018747	COc1ccc2c(c1)O[C@H](O)C(=O)N2	c1ccc2c(c1)NCCO2	c1ccc2c(c1)NCCO2	CO.O.O
ZINC000257376484	C=C1C(=O)O[C@@H]2C[C@H](C)[C@@H]3CC[C@]4(C)O[C@@]34C[C@H]12	C1C[C@@H]2[C@@H](CCO2)C[C@]34[C@H]1CC[C@@H]3O4	C1C[C@@H]2[C@@H](CCO2)C[C@]34[C@H]1CC[C@@H]3O4	C.C.C.O
ZINC000100770509	CC/C=C\C/C=C\C/C=C\C[C@@H]1C(=O)C[C@H](O)[C@H]1/C=C/[C@@H](O)CCC(=O)O	C1CCCC1	C1CCCC1	CC/C=C\C/C=C\C/C=C\C.C=C[C@H](CCC(=O)O)O.O.O
ZINC000003999859	Cc1c(/C=C/c2nc3ccccc3c(=O)n2CCCO)c2ccccc2n1C	c1ccc2c(c1)CNC(=N2)/C=C/c3c[nH]c4c3cccc4	c1ccc2c(c1)cc[nH]2.c1ccc2c(c1)CNC=N2	C.C.CCCO.O
ZINC000150363458	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC	None	None	None
ZINC000000001799	OCc1cccnc1	c1ccncc1	c1ccncc1	CO
ZINC000013480042	CSC1=N[C@@H](CC(C)=O)c2c([nH]c3ccccc23)S1	c1ccc2c(c1)c3c([nH]2)SC=NC3	c1ccc2c(c1)c3c([nH]2)SC=NC3	CC(=O)C.CS
ZINC000002030906	CCCCCC(=O)OC/C=C(/C)CCC=C(C)C	None	None	None
ZINC000000410085	CCC(C)(C)[C@H]1CCCC[C@H]1OC(C)=O	C1CCCCC1	C1CCCCC1	CCC(C)C.CC(=O)O
ZINC000000526462	COc1cc2c(cc1OC)[C@H]1CCC3=C(CC(C)(C)CC3=O)N1CC2	c1ccc2c(c1)CCN3[C@@H]2CCC4=C3CCCC4	c1ccc2c(c1)CCN3[C@@H]2CCC4=C3CCCC4	C.C.CO.CO.O
ZINC000040892347	Cc1cc2c(cc1O)[C@@]1(C)[C@H](O)C[C@@](O)(O2)C1(C)C	c1ccc2c(c1)[C@H]3CC[C@H](C3)O2	c1ccc2c(c1)[C@H]3CC[C@H](C3)O2	C.C.C.C.O.O.O
ZINC000150373726	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000150364653	CCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC	None	None	None
ZINC000004200806	CS(=O)(=O)CC[C@H](NC(=O)C1=C[C@@H](NC(=O)Nc2ccc(F)cc2F)[C@@H](O)[C@H](O)C1)C(N)=O	c1ccc(cc1)NCN[C@H]2CCCC=C2	c1ccccc1.C1CCC=CC1	CS(=O)(=O)CC[C@@H](C(=O)N)NC=O.O.O.O.F.F
ZINC000101207471	CSc1cccc(NC(=O)[C@H]2[C@@H]3C=C[C@@]4(O3)[C@@H](C(=O)NC3CCCCC3)N(CCc3ccc(Cl)cc3)C(=O)[C@H]24)c1	c1ccc(cc1)CCN2C[C@@H]3[C@H]([C@@H]4C=C[C@]3([C@H]2CNC5CCCCC5)O4)CNc6ccccc6	c1ccccc1.c1ccccc1.C1CCCCC1.C1[C@H]2CNC[C@]23C=C[C@@H]1O3	CS.O.O.O.Cl
ZINC000150361073	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCCCC	None	None	None
ZINC000100779211	CC1=C(C)[C@@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@@]3(C)CC[C@]2(C(=O)O)CC1	C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC=C4[C@@H]3CC[C@H]5[C@@H]4C=CCC5	C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC=C4[C@@H]3CC[C@H]5[C@@H]4C=CCC5	C.C.C.C.C.C.C.C(=O)O.O
ZINC000257544123	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@H]2CC[C@]2(C)[C@H]([C@H](C)CC[C@H](C)C(C)C)CC[C@H]32)C1	C1CCC2=CC[C@@H]3[C@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C1CCC2=CC[C@@H]3[C@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C.C.CCCC[C@H](C)C(C)C.CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
ZINC000005420992	O=NN1CCC[C@H]1c1cccnc1	c1cc(cnc1)[C@@H]2CCCN2	c1ccncc1.C1CCCN1	N=O
ZINC000150375974	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000014822642	C=C(C=O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C	None	None	None
ZINC000100781464	C=C1[C@H](O)[C@@]23C[C@H]1CC[C@H]2[C@]1(C=O)CCC[C@@](C)(C(=O)O)[C@@H]1[C@H]3C(=O)O	C1CC[C@@H]2[C@H](C1)C[C@@]34[C@H]2CC[C@H](C3)CC4	C1CC[C@@H]2[C@H](C1)C[C@@]34[C@H]2CC[C@H](C3)CC4	C.C.C=O.C(=O)O.C(=O)O.O
ZINC000014511122	CCCCC/C=C\CCCCCCc1cccc(O)c1C(=O)O	c1ccccc1	c1ccccc1	CCCCCC/C=C\CCCCC.C(=O)O.O
ZINC000100827359	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](C(=O)O)O[C@@H]2Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)[C@@H](O)[C@@H](O)[C@@H]1O	c1ccc(cc1)C2=CCc3ccc(cc3O2)O[C@@H]4[C@@H](CCCO4)O[C@H]5CCCCO5	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1.C1CCOCC1	C.C(=O)O.O.O.O.O.O.O.O.O
ZINC000000895216	c1cncnc1	c1cncnc1	c1cncnc1	None
ZINC000040164883	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000253412235	COC(=O)C[C@@H](c1ccc(OC)c(OC)c1OC)c1oc(CN2CCN(c3ccc(OC)cc3)CC2)cc(=O)c1O	c1ccc(cc1)CC2=CCC=C(O2)CN3CCN(CC3)c4ccccc4	c1ccccc1.c1ccccc1.C1CNCCN1.C1C=COC=C1	CC(=O)OC.CO.CO.CO.CO.O.O
ZINC000004099165	N[C@@H](CCC(=O)N[C@@H](CS[C@@H]1CCO[P@@](=O)(N(CCCl)CCCl)N1)C(=O)NCC(=O)O)C(=O)O	C1CN[PH3]OC1	C1CN[PH3]OC1	C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N.C(CCl)NCCCl.O
ZINC000257552949	CC1=CC(=O)CC(C)(C)[C@]1(O)/C=C/[C@H](C)O[C@H]1O[C@@H](CO[C@@H]2OC[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C1CCO[C@H](C1)O[C@H]2CC[C@@H](OC2)OC[C@H]3CCC[C@H](O3)OC/C=C/[C@H]4CCCC=C4	C1CCOCC1.C1CCOCC1.C1CCOCC1.C1CCC=CC1	C.C.C.C.CO.O.O.O.O.O.O.O.O.O.O
ZINC000097971934	COC(=O)C[C@H](c1cc(OC)c2c(c1)OCCO2)c1c(OC)ccc2c(=O)c(-c3ccc(OC)cc3)coc12	c1ccc(cc1)C2=COc3c(cccc3Cc4ccc5c(c4)OCCO5)C2	c1ccccc1.c1ccc2c(c1)CC=CO2.c1ccc2c(c1)OCCO2	CC(=O)OC.CO.CO.CO.O
ZINC000015120795	C=C[C@](C)(O)CC[C@@H](O)C(C)(C)O	None	None	None
ZINC000014772164	CCCCC#CC#CC#C/C=C/CO	None	None	None
ZINC000014616874	C=C[C@@H](CCCCC)O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O	C1CCOCC1	C1CCOCC1	CCCCC[C@H](C=C)O.CO.O.O.O
ZINC000150371527	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC	None	None	None
ZINC000013482854	COc1c(O)c(=O)n2c3ccccc3c3cc[n+]([O-])c1c32	c1ccc2c(c1)c3cc[nH+]c4c3n2CC=C4	c1ccc2c(c1)c3cc[nH+]c4c3n2CC=C4	CO.O.O.[OH-]
ZINC000150375915	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCC)COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000199628840	C/C(=C\CC[C@@H](C)CCCC(C)C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O	c1c2c(ncn1)n(cn2)[C@H]3CCCO3	c1c2c([nH]cn2)ncn1.C1CCCO1	C[C@@H](CCCC(C)C)CC/C=C(\C)/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC)O.N.O.OP(=O)(O)O
ZINC000001850500	Cc1ccccc1OC(=O)C(C)C	c1ccccc1	c1ccccc1	C.CC(C)C(=O)O
ZINC000253399871	Cc1cc2oc(=O)cc(-c3ccccc3)c2c2c1[C@@H](c1ccc(C(=O)O)cc1)CC(=O)O2	c1ccc(cc1)[C@H]2CCOc3c2ccc4c3C(=CCO4)c5ccccc5	c1ccccc1.c1ccccc1.c1cc2c(c3c1CCCO3)C=CCO2	C.C(=O)O.O.O
ZINC000524731305	COc1ccc(-c2cc3ccc(OCC(=O)N4C[C@@H]5C[C@H](C4)c4ccc([N+](=O)[O-])c(=O)n4C5)cc3oc2=O)cc1OC	c1ccc(cc1)C2=Cc3ccc(cc3OC2)OCCN4C[C@@H]5C[C@H](C4)C6=CC=CCN6C5	c1ccccc1.c1ccc2c(c1)C=CCO2.C1C=CC=C2N1C[C@H]3C[C@@H]2CNC3	CO.CO.[NH+](=O)[O-].O.O.O
ZINC000070692347	COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CO/N=C1/C=C2CC[C@H]3[C@@H]4CC[C@@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1	c1c(nc[nH]1)CCNCCO/N=C/2\CC[C@@H]3[C@H]4CC[C@@H]5CCC[C@H]5[C@@H]4CCC3=C2	c1cnc[nH]1.C1CC=C2CC[C@H]3[C@@H]4CCC[C@H]4CC[C@@H]3[C@H]2C1	C.C.COC=O.O.O
ZINC000014504503	COc1ccc([C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](C)O)cc1	c1ccc(cc1)CO[C@@H]2CCCCO2	c1ccccc1.C1CCOCC1	CCO.CO.CO.O.O.O
ZINC000014927143	COc1cc(/C=C\C=C\C=C/C(C)=C/[C@@]2(C)O[C@@H](C)[C@@](C)(O)[C@@H]2O)oc(=O)c1C	C1C[C@H](OC1)/C=C/C=C\C=C\C=C/C2=CC=CCO2	C1CCOC1.C1C=CC=CO1	C.C.C.C.C.CO.O.O.O
ZINC000040165182	CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)CO[P@@](=O)(O)OCCN	None	None	None
ZINC000119376337	CC[C@H](CC[C@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1=C[C@@H]3OC)C(C)C	C1CCC2=CC[C@H]3[C@@H]4CCC[C@H]4CC[C@@H]3[C@H]2C1	C1CCC2=CC[C@H]3[C@@H]4CCC[C@H]4CC[C@@H]3[C@H]2C1	C.C.CCCC[C@@H](CC)C(C)C.CO.O
ZINC000257458887	CC(=O)O[C@@H]1C[C@H]([C@H](C)CC/C=C(\C)C(=O)O)[C@]2(C)CC=C3C(=CC[C@@H]4C(C)(C)C(=O)CC[C@@]34C)[C@@]12C	C1CC[C@@H]2[C@@H](C1)CC=C3C2=CC[C@@H]4[C@@H]3CCC4	C1CC[C@@H]2[C@@H](C1)CC=C3C2=CC[C@@H]4[C@@H]3CCC4	C.C.C.C.C.CCCC/C=C(\C)/C(=O)O.CC(=O)O.O
ZINC000257556001	COc1ccc2c(c1)O[C@@H](O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(=O)N2OC	c1ccc2c(c1)NC[C@@H](O2)O[C@H]3CCCCO3	c1ccc2c(c1)NCCO2.C1CCOCC1	CO.CO.CO.O.O.O.O
ZINC000085795093	O=C(O[C@@H]1[C@H](O)C(=O)O[C@@H]1[C@H](O)C(=O)O)c1cc(O)c(O)c(O)c1	c1ccc(cc1)CO[C@@H]2CCOC2	c1ccccc1.C1CCOC1	C(C(=O)O)O.O.O.O.O.O.O
ZINC000118937458	CC1=C(C)C(=O)O[C@@H]([C@](C)(O)[C@@]2(O)CC[C@@]3(O)[C@@H]4C[C@@H](Cl)[C@@]5(O)[C@@H](O)C=CC(=O)[C@]5(C)[C@H]4CC[C@@]32C)C1	C1C[C@H]2[C@@H]3CC[C@@H]([C@H]3CC[C@@H]2[C@@H]4[C@@H]1CC=CC4)C[C@H]5CC=CCO5	C1C[C@H]2CC[C@H]3[C@H]([C@@H]2C1)CC[C@@H]4[C@@H]3CC=CC4.C1COCC=C1	C.C.C.C.C.O.O.O.O.O.O.O.Cl
ZINC000014684362	CC[C@@H](C)CCCCCCCCCCCCC(=O)N1CCCC1	C1CCNC1	C1CCNC1	CC[C@@H](C)CCCCCCCCCCCCC=O
ZINC000150351419	N[C@@H](Cc1cc(Oc2ccc(C[C@@H](N)C(=O)O)cc2)c(O)c(-c2cc(C[C@@H](N)C(=O)O)cc(Oc3ccc(C[C@@H](N)C(=O)O)cc3)c2O)c1)C(=O)O	c1ccc(cc1)Oc2cccc(c2)c3cccc(c3)Oc4ccccc4	c1ccccc1.c1ccccc1.c1ccccc1.c1ccccc1	C[C@H](C(=O)O)N.C[C@H](C(=O)O)N.C[C@H](C(=O)O)N.C[C@@H](C(=O)O)N.O.O
