zinc_id	smiles	framework	ring	sidechain
ZINC000013459469	CCCc1cc(=O)oc2c(C(=O)CC(C)C)c3c(c(O)c12)C[C@@H](O)C(C)(C)O3	c1c2c(cc3c1C=CCO3)OCCC2	c1c2c(cc3c1C=CCO3)OCCC2	C.C.CCC.CC(C)CC=O.O.O.O
ZINC000261497676	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCC/C=C\C/C=C\CCCC	None	None	None
ZINC000685934703	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC	None	None	None
ZINC000062001656	Cn1ccc2ccc(C(=O)N3CC[C@@]4(O)CCCC[C@H]4C3)cc21	c1cc(cc2c1cc[nH]2)CN3CC[C@H]4CCCC[C@H]4C3	c1ccc2c(c1)cc[nH]2.C1CC[C@H]2CNCC[C@H]2C1	C.O.O
ZINC000095619775	CC1=C2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C	C1CCO[C@H](C1)O[C@H]2CC[C@H]3[C@H](C2)CC[C@@H]4[C@@H]3CC=C5[C@H]4CC[C@@H]6C5=CCCC6	C1CCOCC1.C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC=C4[C@H]3CC[C@@H]5C4=CCCC5	C.C.C.C.C.C.C.C(=O)O.O.O.O
ZINC000059415289	Cc1ccc(N2CCN(C[C@@H]3C(=O)O[C@@H]4C[C@@]5(C)CCC[C@@]6(CO6)[C@@H]5C[C@@H]43)CC2)cc1C	c1ccc(cc1)N2CCN(CC2)C[C@@H]3CO[C@H]4[C@@H]3C[C@@H]5[C@@H](C4)CCC[C@@]56CO6	c1ccccc1.C1C[C@@H]2C[C@@H]3[C@@H](CCO3)C[C@H]2[C@@]4(C1)CO4.C1CNCCN1	C.C.C.O
ZINC000100781691	C[C@@]12CC(=O)c3occc3[C@H]1CC[C@@]13C[C@@H](C[C@@H](O[C@@H]4O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]12)[C@@](O)(CO)C3	c1coc2c1[C@H]3CC[C@@]45CC[C@@H](C4)C[C@H]([C@H]5[C@@H]3CC2)O[C@H]6CCCCO6	c1coc2c1[C@H]3CC[C@@]45CC[C@@H](C4)CC[C@H]5[C@@H]3CC2.C1CCOCC1	C.CO.CO.O.O.O.O.O
ZINC000101203435	COc1ccc(NC(=O)[C@H]2[C@@H]3C(=O)N(Cc4cccnc4)[C@H](C(=O)NC4CCCCC4)[C@@]34C=C[C@H]2O4)cc1	c1ccc(cc1)NC[C@H]2[C@@H]3CN([C@@H]([C@@]34C=C[C@H]2O4)CNC5CCCCC5)Cc6cccnc6	c1ccccc1.c1ccncc1.C1CCCCC1.C1[C@@H]2CNC[C@@]23C=C[C@H]1O3	CO.O.O.O
ZINC000514288459	O=C(c1cccnc1)N1CC2(CN(Cc3cccnc3)C[C@H]3C[C@@H](O)CN32)C1	c1cc(cnc1)CN2C[C@H]3CCCN3C4(C2)CN(C4)Cc5cccnc5	c1ccncc1.c1ccncc1.C1C[C@@H]2CNCC3(N2C1)CNC3	O.O
ZINC000150361149	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCCC)COC(=O)CCCCCCCCCCCCCCCCC	None	None	None
ZINC000150374879	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000253534464	CC(=O)O[C@H]1C[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O[C@H]5C[C@H](O)[C@H](O[C@@H]6C[C@H](O)[C@@H](O[C@H]7C[C@H](O)[C@H](O)[C@@H](C)O7)[C@@H](C)O6)[C@@H](C)O5)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@H]1C1=CC(=O)OC1	C1CCO[C@H](C1)O[C@@H]2CC[C@H](OC2)O[C@H]3CC[C@@H](OC3)O[C@H]4CC[C@H]5[C@@H](C4)CC[C@@H]6[C@@H]5CC[C@H]7[C@@H]6CC[C@@H]7C8=CCOC8	C1CC[C@H]2[C@@H]1CC[C@H]3[C@H]2CC[C@H]4[C@@H]3CCCC4.C1CCOCC1.C1CCOCC1.C1CCOCC1.C1C=CCO1	C.C.C.C.C.CC(=O)O.O.O.O.O.O.O
ZINC000005844820	CCCc1cnc(C)cn1	c1cnccn1	c1cnccn1	C.CCC
ZINC000214811441	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC	None	None	None
ZINC000257548090	OC[C@@H]1O[C@H](Oc2cc(O)cc([C@@H]3c4c(cc(O)cc4[C@@H]4c5c(/C=C/c6ccc(O)cc6)cc(O)cc5O[C@H]4c4ccc(O)cc4)O[C@@H]3c3ccc(O)cc3)c2)[C@@H](O)[C@H](O)[C@H]1O	c1ccc(cc1)/C=C/c2cccc3c2[C@H]([C@@H](O3)c4ccccc4)c5cccc6c5[C@H]([C@H](O6)c7ccccc7)c8cccc(c8)O[C@@H]9CCCCO9	c1ccccc1.c1ccccc1.c1ccccc1.c1ccccc1.c1ccc2c(c1)CCO2.c1ccc2c(c1)CCO2.C1CCOCC1	CO.O.O.O.O.O.O.O.O.O
ZINC000095624206	CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000100777602	CC1(C)C[C@@H]2C3=CC[C@H]4[C@@]5(C)CC[C@@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@@]3(C)CC[C@@]2(C)[C@@H](O)[C@@H]1O	C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@H]2CC=C4[C@@H]3CC[C@@H]5[C@@H]4CCCC5	C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@H]2CC=C4[C@@H]3CC[C@@H]5[C@@H]4CCCC5	C.C.C.C.C.C.C.CO.O.O.O
ZINC000015219342	COc1cc(C[C@](O)(C(=O)O)[C@H](O)C(=O)O)ccc1O	c1ccccc1	c1ccccc1	C[C@@]([C@@H](C(=O)O)O)(C(=O)O)O.CO.O
ZINC000012496295	CCCCC[C@@H]1O[C@H]1C/C=C\C/C=C\C/C=C\CCCC(=O)O	C1CO1	C1CO1	CCCCC.C/C=C\C/C=C\C/C=C\CCCC(=O)O
ZINC000014618591	CC(C)(O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O)c1cc2c(ccc3ccc(=O)oc32)o1	c1cc2c(cc(o2)CO[C@@H]3CCCCO3)c4c1C=CCO4	c1cc2c(cco2)c3c1C=CCO3.C1CCOCC1	C.C.CO.O.O.O.O
ZINC000238757041	CC(=O)C[C@@H]1CC[C@H](CC(=O)C[C@H]2CCCN2C)N1C	C1C[C@@H](NC1)CCC[C@H]2CCCN2	C1CCNC1.C1CCNC1	C.C.CC(=O)C.O
ZINC000169770090	COc1ccc(NC(=O)[C@@H]2[C@@H]3C(=O)N(CCC(C)C)[C@H](C(=O)N[C@@H]4CCC[C@@H](C)[C@@H]4C)[C@@]34C=C[C@H]2O4)cc1	c1ccc(cc1)NC[C@H]2[C@@H]3O[C@@]4([C@H]2CN[C@@H]4CN[C@H]5CCCCC5)C=C3	c1ccccc1.C1CCCCC1.C1[C@@H]2CNC[C@@]23C=C[C@H]1O3	C.C.CCC(C)C.CO.O.O.O
ZINC000257622598	COc1cc([C@H](O)[C@@H](CO)Oc2c(OC)cc(/C=C\CO)cc2OC)ccc1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O	c1ccc(cc1)OCCc2ccc(cc2)O[C@@H]3CCCCO3	c1ccccc1.c1ccccc1.C1CCOCC1	CO.CO.CO.CO.CO.C=CCO.O.O.O.O
ZINC000096068418	C=C1CCCC(C)(C)[C@@H]1/C=C/C(C)=O	C1CCCCC1	C1CCCCC1	C.C.C.CC(=O)C=C
ZINC000001677778	COc1ccc(COC(C)=O)cc1	c1ccccc1	c1ccccc1	CC(=O)OC.CO
ZINC000100779488	COC(=O)[C@@]1(CC=C(C)C)C[C@H](CC=C(C)C)[C@@](C)(CCC=C(C)C)[C@@H](C(=O)C(C)C)C1=O	C1CCCCC1	C1CCCCC1	C.CCC=C(C)C.CC=C(C)C.CC=C(C)C.CC(C)C=O.COC=O.O
ZINC000001622057	CC[C@H](O)c1ccccc1	c1ccccc1	c1ccccc1	CCCO
ZINC000019440143	CC(C)=CCSC[C@@H](N)C(=O)O	None	None	None
ZINC000005132601	C/C=C(/C)[C@H]1CCC(C)(C)O1	C1CCOC1	C1CCOC1	C.C.C/C=C/C
ZINC000685933413	CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC	None	None	None
ZINC000095619237	O=C1NC(=O)[C@@H]2C[C@H](O)C=C[C@H]12	C1C[C@H]2CNC[C@H]2C=C1	C1C[C@H]2CNC[C@H]2C=C1	O.O.O
ZINC000257410972	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@H]2CC[C@]2(C)[C@H]([C@H](C)CC[C@@H](C)C(C)C)CC[C@H]32)C1	C1CCC2=CC[C@@H]3[C@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C1CCC2=CC[C@@H]3[C@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C.C.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O.CCCC[C@@H](C)C(C)C
ZINC000101105104	C/C=C1/CN2[C@H]3C[C@H]1[C@]1(C(=O)OC)[C@@H]2C[C@@]2(c4ccccc4N[C@H]32)[C@@H]1O	c1ccc2c(c1)[C@@]34C[C@@H]5[C@H]6CCN([C@H]5C3)[C@@H](C6)[C@H]4N2	c1ccc2c(c1)[C@@]34C[C@@H]5[C@H]6CCN([C@H]5C3)[C@@H](C6)[C@H]4N2	CC.COC=O.O
ZINC000014611839	COc1ccc([C@@H](O)[C@H](C)Oc2c(OC)cc(/C=C\CO)cc2OC)cc1OC	c1ccc(cc1)CCOc2ccccc2	c1ccccc1.c1ccccc1	C.CO.CO.CO.CO.C=CCO.O
ZINC000001651170	Cn1c2nc3ccccc3c-2cc2ccccc21	c1ccc2c(c1)cc-3c4ccccc4nc3[nH]2	c1ccc2c(c1)cc-3c4ccccc4nc3[nH]2	C
ZINC000085559124	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)O/C=C\CCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000100829137	O=C(/C=C/[C@H]1[C@H](/C=C/c2ccc3c(c2)OCO3)[C@H](C(=O)N2CCCCC2)[C@@H]1c1ccc2c(c1)OCO2)N1CCCCC1	c1cc2c(cc1/C=C/[C@@H]3[C@@H]([C@@H]([C@H]3/C=C/CN4CCCCC4)c5ccc6c(c5)OCO6)CN7CCCCC7)OCO2	c1cc2c(cc1)OCO2.c1cc2c(cc1)OCO2.C1CCC1.C1CCNCC1.C1CCNCC1	O.O
ZINC000150365541	COC(=O)[C@H]1C(=O)c2c([nH]c(Cc3[nH]c(C=O)c(C)c3CCO)c2C)[C@@H]1c1[nH]c(C[C@@H]2NC(=O)C([C@@H](O)CO)=C2C)c(C)c1CCC(=O)O	c1cc([nH]c1)Cc2cc3c([nH]2)[C@@H](CC3)c4ccc([nH]4)C[C@H]5C=CCN5	c1cc[nH]c1.c1cc[nH]c1.c1c[nH]c2c1CCC2.C1C=CCN1	C.C.C.C.CCC(=O)O.CCO.COC=O.C=O.C(CO)O.O.O
ZINC000013320729	C=C1[C@H](OC(C)=O)CC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12	C1CC[C@@H]2CC3=CCO[C@H]3C[C@H]2C1	C1CC[C@@H]2CC3=CCO[C@H]3C[C@H]2C1	C.C.C.CC(=O)O.O.O
ZINC000040165436	CCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC	None	None	None
ZINC000150365047	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC	None	None	None
ZINC000033140842	O=C(CCc1nc(-c2ccc(N3CCCC3)cc2)no1)N1CCC2(CC1)OCCO2	c1cc(ccc1c2nc(on2)CCCN3CCC4(CC3)OCCO4)N5CCCC5	c1ccccc1.c1ncon1.C1CCNC1.C1CNCCC12OCCO2	O
ZINC000685934079	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCC	None	None	None
ZINC000085595542	CCCCCCC(=O)O[C@H]1C[C@@H](c2ccc(O)c(OC)c2)C[C@@H]2Cc3cc(O)c(OC)cc3C[C@@H]2[C@H](OC(C)=O)C1	c1ccc(cc1)[C@@H]2CCCC[C@H]3Cc4ccccc4C[C@H]3C2	c1ccccc1.c1ccc2c(c1)C[C@H]3CCCCCC[C@H]3C2	CCCCCCC(=O)O.CC(=O)O.CO.CO.O.O
ZINC000005274093	CC(C)[C@@H](N)C(=O)N[C@H](CCC(N)=O)C(=O)O	None	None	None
ZINC000014096305	C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4	C1C[C@@H]2CC[C@@H]3O[C@@H]4[C@@]2([C@@H](C1)CCO4)OO3	C1C[C@@H]2CC[C@@H]3O[C@@H]4[C@@]2([C@@H](C1)CCO4)OO3	C.C.C.C(CC(=O)O)C(=O)O
ZINC000150366272	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000257445109	CC(C)[C@]1(O)CC(=O)[C@]2(C)C[C@@]3(O)O[C@@]4(C(=O)[C@@]31C)[C@@H](O)[C@H](C)CC[C@@]42O	C1CC[C@@]23C[C@@H]4CCC[C@@H]([C@H]2C1)C[C@H]4O3	C1CC[C@@]23C[C@@H]4CCC[C@@H]([C@H]2C1)C[C@H]4O3	C.C.C.CCC.O.O.O.O.O.O
ZINC000095910487	CN1[C@H]2C[C@H](OC(=O)c3ccccc3)C[C@@H]1[C@@H](OC(=O)c1ccccc1)[C@H]2O	c1ccc(cc1)CO[C@H]2C[C@H]3C[C@@H]([C@@H](C2)N3)OCc4ccccc4	c1ccccc1.c1ccccc1.C1C[C@@H]2CC[C@H](C1)N2	C.O.O.O
ZINC000257396099	CC1=CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]43C)[C@@H]2[C@@H]1C	C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC[C@H]4[C@H]3CC[C@@H]5[C@H]4CC=CC5	C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC[C@H]4[C@H]3CC[C@@H]5[C@H]4CC=CC5	C.C.C.C.C.C.C.C.O
ZINC000257414989	O=c1oc2c(O)c(O[C@H]3O[C@@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)cc3c(=O)oc4c(O)c(O)cc1c4c23	c1cc2c-3c(c1)OCc4c3c(cc(c4)O[C@@H]5CCC[C@@H](O5)CO[C@H]6CCCCO6)OC2	c1cc2c-3c(c1)OCc4c3c(ccc4)OC2.C1CCOCC1.C1CCOCC1	CO.O.O.O.O.O.O.O.O.O.O.O
ZINC000257468734	CC1=C(C)[C@H](O)[C@@H]([C@@](C)(O)[C@]2(O)CC[C@]3(O)[C@H]4C[C@H](Cl)[C@@]5(O)[C@H](O)C=CC(=O)[C@]5(C)[C@@H]4CC[C@@]32C)OC1=O	C1C[C@@H]2[C@H]3CC[C@H]([C@H]3CC[C@H]2[C@@H]4[C@@H]1CC=CC4)C[C@@H]5CC=CCO5	C1C[C@H]2CC[C@@H]3[C@@H]([C@H]2C1)CC[C@@H]4[C@@H]3CC=CC4.C1COCC=C1	C.C.C.C.C.O.O.O.O.O.O.O.O.Cl
ZINC000008623369	Cc1nc(-c2ccccc2Br)cc([C@H]2CN3CC[C@H]2C[C@@H]3CNS(=O)(=O)c2ccc(Cl)cc2)n1	c1ccc(cc1)c2cc(ncn2)[C@H]3CN4CC[C@H]3C[C@@H]4CN[SH4]c5ccccc5	c1ccccc1.c1ccccc1.c1cncnc1.C1[C@H]2CCN(C1)CC2	C.O.O.Cl.Br
ZINC000150379925	CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000150378647	CCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC	None	None	None
ZINC000059067035	COc1ccc(-c2coc3cc(O[C@H]4O[C@@H](COC(=O)CC(=O)O)[C@@H](O)[C@@H](O)[C@@H]4O)c(OC)cc3c2=O)cc1	c1ccc(cc1)C2=COc3cc(ccc3C2)O[C@@H]4CCCCO4	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1	CO.CO.COC(=O)CC(=O)O.O.O.O.O
ZINC000062001315	Cc1nc2ccccc2c(=O)n1CCNC(=O)CCc1c[nH]c2ccccc12	c1ccc2c(c1)CN(C=N2)CCNCCCc3c[nH]c4c3cccc4	c1ccc2c(c1)cc[nH]2.c1ccc2c(c1)CNC=N2	C.O.O
ZINC000100361515	COC(=O)[C@H]1[C@@H](O)C[C@H]2CC[C@H]1N2C	C1C[C@H]2CC[C@H](C1)N2	C1C[C@H]2CC[C@H](C1)N2	C.COC=O.O
ZINC000085567669	COc1cc([C@@]23CC[C@@H]4SSCC[C@H](C)CC[C@@H]5c6cc(O)ccc6-c6c(OCCO)cc(c(c6[C@H]5CO)[C@@H]4[C@H]2O)O3)c(O)c(OC)c1O	c1ccc(cc1)[C@@]23CC[C@H]4[C@@H](C2)c5c(ccc-6c5C[C@H](CCCCCSS4)c7c6cccc7)O3	c1ccccc1.c1ccc2c(c1)-c3ccc4c5c3C[C@@H]2CCCCCSS[C@@H]6[C@H]5C[C@@H](O4)CC6	C.CO.CO.CO.C(CO)O.O.O.O.O
ZINC000004277699	O=C(Cc1ccccc1)Nc1ccc2n(c1=O)C[C@H]1C[C@@H]2CN(C(=O)c2ccc3ccccc3c2)C1	c1ccc(cc1)CCNC2=CC=C3[C@@H]4C[C@@H](CN(C4)Cc5ccc6ccccc6c5)CN3C2	c1ccccc1.c1ccc2ccccc2c1.C1C=CC=C2N1C[C@H]3C[C@@H]2CNC3	O.O.O
ZINC000085489933	CCc1cccc(C[C@@H]2[C@@H](OC(=O)/C=C/c3ccc(O)c(O)c3)[C@@]3(OC(=O)/C=C/c4ccc(O)c(O)c4)[C@@H](C[C@]2(O)C(=O)O)OCC[C@@]3(O)NC)c1	c1ccc(cc1)C[C@H]2CC[C@@H]3[C@]([C@@H]2OC/C=C/c4ccccc4)(CCCO3)OC/C=C/c5ccccc5	c1ccccc1.c1ccccc1.c1ccccc1.C1CC[C@@H]2[C@H](C1)CCCO2	CC.CN.C(=O)O.O.O.O.O.O.O.O.O
ZINC000245240096	CCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@H]2CC[C@]2(C)[C@H]([C@H](C)CCCC(C)C)CC[C@H]32)C1	C1CCC2=CC[C@@H]3[C@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C1CCC2=CC[C@@H]3[C@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C.C.CCCCCCCCCC(=O)O.CCCCCC(C)C
ZINC000150369091	CCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000030320937	O=C(O)/C=C\C(=O)CC(=O)CC(=O)O	None	None	None
ZINC000085511786	Cc1c(C(=O)CCc2ccccc2)c(O)c2c(O[C@@H]3O[C@H](CO)[C@](O)(CCC(C)C)[C@H](O)[C@H]3O)cc(C(=O)O)cc2c1O	c1ccc(cc1)CCCc2ccc3cccc(c3c2)O[C@H]4CCCCO4	c1ccccc1.c1ccc2ccccc2c1.C1CCOCC1	C.CCC(C)C.CO.C(=O)O.O.O.O.O.O.O
ZINC000095623777	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCC	None	None	None
ZINC000257480556	CC(C)(O)[C@H]1CC(=O)[C@@]2(C)[C@@H](CC[C@](C)([C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c3ccoc3)[C@]23O[C@@H]3C(=O)O)[C@]1(CO)[C@H](O)CC(=O)O	c1cocc1[C@@H]([C@H]2CC[C@H]3CCCC[C@@H]3[C@]24CO4)O[C@@H]5CCCCO5	c1ccoc1.C1CCOCC1.C1CC[C@H]2[C@H](C1)CCC[C@@]23CO3	C.C.CC(C)O.CO.CO.C(CO)C(=O)O.C(=O)O.O.O.O.O
ZINC000100825193	O=c1c(O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc(O)c12	c1ccc(cc1)C2=C(Cc3ccc(cc3O2)O[C@H]4CCCCO4)O[C@H]5CCCCO5	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1.C1CCOCC1	CO.O.O.O.O.O.O.O.O.O.O
ZINC000100776918	CC1(C)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@]2(C)C[C@H](O)[C@@H]1C2	C1CCO[C@H](C1)O[C@@H]2C[C@@H]3CC[C@@H]2C3	C1CCOCC1.C1[C@H]2C[C@H](C1)CC2	C.C.C.CO.O.O.O.O
ZINC000032006111	CC(C)[C@H](C=O)c1ccccc1	c1ccccc1	c1ccccc1	CC(C)CC=O
ZINC000150380220	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC	None	None	None
ZINC000150375657	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	None	None	None
ZINC000257565630	C[C@H](CCC(=O)O)[C@@H]1CC(=O)[C@]2(C)C3=C(C(=O)C[C@]12C)[C@]1(C)CC[C@H](O)[C@@](C)(CO)[C@@H]1CC3=O	C1CC[C@@H]2[C@H](C1)CCC3=C2CC[C@H]4[C@@H]3CCC4	C1CC[C@@H]2[C@H](C1)CCC3=C2CC[C@H]4[C@@H]3CCC4	C.C.C.C.CCCCC(=O)O.CO.O.O.O.O
ZINC000085587749	CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)[C@H](O)/C=C/CCCCCCCCCCCCC	None	None	None
ZINC000150358366	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCC	None	None	None
ZINC000257495594	COc1c(O)cc2c(=O)oc3c(OC)c(O[C@H]4O[C@@H](CO)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@@H]4O)cc4c(=O)oc1c2c34	c1cc2c-3c(c1)OCc4c3c(cc(c4)O[C@@H]5CC[C@H](CO5)O[C@H]6CCCCO6)OC2	c1cc2c-3c(c1)OCc4c3c(ccc4)OC2.C1CCOCC1.C1CCOCC1	CO.CO.CO.CO.O.O.O.O.O.O.O.O
ZINC000004534012	N[C@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	c1ccccc1	c1ccccc1	C[C@@H](C(=O)O)NC(=O)[C@@H](CC(=O)O)N
ZINC000015214614	COc1cc2c(cc1C)C(=O)C[C@H]1C(=C2)[C@@H](O)CCC1(C)C	c1ccc2c(c1)CC[C@@H]3CCCCC3=C2	c1ccc2c(c1)CC[C@@H]3CCCCC3=C2	C.C.C.CO.O.O
ZINC000040164353	C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)O[C@H](CO)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O	C1CCO[C@H](C1)O[C@@H]2CCCOC2	C1CCOCC1.C1CCOCC1	C.CO.C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O.O.O.O.O.O
ZINC000257530949	C=C(C)[C@H]1CC[C@@]2(COC(=O)CCCCCCCCCCCCCCC)CC[C@]3(C)[C@H](CC[C@@H]4[C@]3(C)CC[C@@H]3C(C)(C)[C@H](OC(=O)CCCCCCCCCCCCCCC)[C@H](O)C[C@@]34C)[C@@H]12	C1CC[C@H]2[C@@H](C1)CC[C@H]3[C@H]2CC[C@H]4[C@H]3CC[C@H]5[C@@H]4CCC5	C1CC[C@H]2[C@@H](C1)CC[C@H]3[C@H]2CC[C@H]4[C@H]3CC[C@H]5[C@@H]4CCC5	C.C.C.C.C.CCCCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCCCC(=O)OC.CC=C.O
ZINC000013374803	O=c1oc(/C=C\C=C\c2ccc(O)cc2)nc2ccccc12	c1ccc(cc1)/C=C/C=C\C2=Nc3ccccc3CO2	c1ccccc1.c1ccc2c(c1)COC=N2	O.O
ZINC000014614017	COC[C@H]1Cc2cc3c(c(OC)c2[C@H](c2ccc(OC)c(OC)c2)[C@@H]1COC)OCO3	c1ccc(cc1)[C@@H]2CCCc3c2cc4c(c3)OCO4	c1ccccc1.c1c2c(cc3c1OCO3)CCCC2	CO.CO.CO.COC.COC
ZINC000209132025	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC	None	None	None
ZINC000013462238	COC(=O)C[C@@]1(O)C(=O)Nc2ccccc21	c1ccc2c(c1)CCN2	c1ccc2c(c1)CCN2	CC(=O)OC.O.O
